User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
1636,Kade Adams,44,71,1975,10,Male,168 Mill Drive,,Vancouver,WA,98684,45.63,-122.52,22050.00,44963.00,90682.00,705,4
1637,Byron Cooper,20,68,1999,11,Male,76089 Grant Boulevard,,Sterling Heights,MI,48310,42.58,-83.03,19200.00,39144.00,55347.00,702,1
1638,Alexandria Brooks,82,67,1937,8,Female,362 Martin Luther King Street,303,Grover Hill,OH,45849,41.01,-84.47,15090.00,21815.00,1597.00,498,5
1639,Maggie Wright,49,70,1971,2,Female,6661 Mill Lane,,Olympia,WA,98516,47.11,-122.76,24044.00,49026.00,83385.00,718,1
1640,Ariel Torres,38,68,1982,1,Male,839 Essex Lane,,Great Falls,MT,59404,47.65,-111.38,19560.00,39882.00,77817.00,809,4
1641,Kaitlyn Diaz,59,63,1960,12,Female,265 Ocean Drive,,Katy,TX,77493,29.79,-95.82,26422.00,53878.00,78143.00,779,4
1642,Stevie Macron,18,64,2001,9,Female,3371 Madison Boulevard,,Camp Pendleton,CA,92055,33.29,-117.3,15520.00,31644.00,70064.00,480,1
1643,Nataly Mitchell,30,69,1989,4,Female,145 Spruce Street,,Commerce City,CO,80022,39.86,-104.86,20522.00,41839.00,46226.00,761,4
1644,Hattie Smith,54,66,1965,3,Female,2571 Plum Avenue,,Palm Bay,FL,32905,27.98,-80.66,15318.00,31240.00,26005.00,770,5
1645,Miranda Evans,80,69,1940,1,Female,221 Catherine Boulevard,,Fleischmanns,NY,12430,42.15,-74.53,14515.00,9766.00,66.00,732,4
1646,Thalia Phillips,25,65,1994,8,Female,355 Burns Boulevard,,Sunbury,PA,17801,40.86,-76.78,16519.00,33682.00,42690.00,793,1
1647,Jeremiah Gonzalez,29,66,1990,5,Male,7135 Ninth Lane,,Chestnut Hill,MA,2467,42.31,-71.16,62177.00,126775.00,28869.00,685,2
1648,Elaine Johnson,45,72,1974,5,Female,4173 Wessex Avenue,,Pennington,AL,36916,32.19,-88.05,17076.00,34817.00,63313.00,586,1
1649,Ellianna Martin,65,65,1955,2,Female,674 Elm Boulevard,,Blair,NE,68008,41.54,-96.13,25102.00,16889.00,38489.00,679,5
1650,Maren Bennett,25,63,1994,9,Female,212 Lincoln Lane,,Jacksonville,FL,32210,30.33,-81.65,19617.00,40000.00,127951.00,767,3
1651,Chaim Barnes,31,71,1988,5,Male,913 Mill Boulevard,,Alstead,NH,3602,43.15,-72.36,20592.00,41986.00,134162.00,697,1
1652,Brendan Neufelder,23,65,1996,12,Male,2545 Federal Drive,,Jersey City,NJ,7306,40.71,-74.06,21642.00,44128.00,0.00,760,1
1653,Edward Roberts,23,65,1996,7,Male,16 Jefferson Drive,,Mundelein,IL,60060,42.26,-88,28799.00,58721.00,135065.00,758,1
1654,Joey Taylor,55,68,1964,5,Male,1587 Rose Lane,,Como,MS,38619,34.51,-89.94,12285.00,25051.00,19465.00,734,4
1655,Elizabeth Gomez,20,67,1999,12,Female,12694 Fourth Boulevard,1,Yuma,CO,80759,40.12,-102.72,14242.00,29040.00,36331.00,703,1
1656,Warren Harris,45,67,1974,6,Male,955 Seventh Avenue,,Auburn,AL,36831,32.59,-85.48,20782.00,42379.00,64124.00,550,1
1657,Terrance Martinez,59,67,1960,5,Male,6320 East Avenue,,Valley Center,CA,92082,33.25,-116.98,22727.00,46341.00,78610.00,686,6
1658,Alec Johnson,20,64,2000,2,Male,8997 Summit Avenue,,Hummelstown,PA,17036,40.26,-76.71,31040.00,63292.00,145756.00,635,1
1659,Emmanuel Richardson,37,68,1983,2,Male,95873 Madison Boulevard,,Cosby,TN,37722,35.81,-83.25,11755.00,23967.00,3880.00,722,4
1660,Mira Collins,41,72,1978,12,Female,691 Valley Drive,,Brunswick,OH,44212,41.24,-81.82,23559.00,48038.00,83238.00,704,6
1661,Cristian Macron,27,65,1992,10,Male,311 Little Creek Boulevard,,San Francisco,CA,94112,37.72,-122.44,22549.00,45973.00,0.00,777,2
1662,Axl Collins,75,65,1945,2,Male,863 Park Drive,63,Zebulon,NC,27597,35.82,-78.31,19485.00,22850.00,17453.00,714,6
1663,Maxine Moore,22,63,1998,1,Female,7902 Norfolk Drive,,Essex,MD,21221,39.3,-76.44,21017.00,42856.00,67954.00,571,1
1664,Dennis Turner,22,66,1997,12,Male,7296 Second Lane,,Cynthiana,KY,41031,38.38,-84.29,17478.00,35635.00,16372.00,713,4
1665,Thea Brown,66,66,1953,5,Female,56 Tenth Boulevard,,Los Angeles,CA,90001,33.97,-118.24,11649.00,24947.00,1767.00,766,4
1666,Zara Chen,74,57,1945,4,Female,826 12th Drive,3,Santaquin,UT,84655,39.99,-111.81,18058.00,31792.00,28723.00,647,3
1667,Addyson Xi,23,59,1996,8,Female,2478 El Camino Avenue,,Joaquin,TX,75954,31.96,-94.05,19119.00,38983.00,96098.00,577,1
1668,London Fisher,31,67,1988,4,Female,8862 Ninth Avenue,,North Wales,PA,19454,40.21,-75.27,35861.00,73117.00,73557.00,685,2
1669,Sylvia Butler,59,66,1960,3,Female,8060 Pine Boulevard,,Providence,RI,2903,41.82,-71.41,30403.00,61991.00,2151.00,758,4
1670,Harlee Mitchell,19,65,2000,3,Female,5709 Little Creek Lane,17,Detroit,MI,48223,42.38,-83.1,15790.00,32192.00,24074.00,686,2
1671,Chris Hill,36,64,1983,11,Male,2352 Bayview Boulevard,10,Orlando,FL,32804,28.5,-81.37,33078.00,67444.00,93513.00,850,1
1672,Kailyn Parker,22,67,1997,10,Female,6179 Eighth Boulevard,8,Standish,ME,4084,43.73,-70.55,22485.00,45846.00,103277.00,766,1
1673,Perla Chen,81,70,1938,6,Female,7673 Plum Drive,,Tampa,FL,33617,27.95,-82.48,18881.00,28594.00,1821.00,728,5
1674,Helen Leroux,29,71,1990,10,Female,412 First Boulevard,,Humble,TX,77346,29.99,-95.26,32943.00,67166.00,123932.00,688,2
1675,Christian Lonsdale,47,72,1972,5,Male,38318 West Drive,,Dawsonville,GA,30534,34.42,-84.11,20581.00,41965.00,55700.00,724,2
1676,Yareli Wilson,47,68,1973,1,Female,965 Wessex Street,,La Habra,CA,90631,33.94,-117.95,23740.00,48406.00,80441.00,683,3
1677,Jessie Xi,35,67,1984,11,Female,5223 Lafayette Drive,,Newtown,PA,18940,40.22,-74.93,50208.00,102369.00,189558.00,738,2
1678,Kaitlyn Martinez,66,67,1953,11,Female,289 Ocean View Avenue,,Miami,FL,33193,25.77,-80.2,17893.00,36481.00,81550.00,850,6
1679,Westley Lopez,25,63,1994,11,Male,225 Seventh Avenue,,Osseo,MN,55369,45.11,-93.39,29872.00,60910.00,110864.00,679,2
1680,Kaylee Ward,49,65,1970,11,Female,8893 Littlewood Lane,76,Charleston,SC,29403,32.78,-79.99,17158.00,34982.00,134631.00,765,3
1681,Abril Martin,79,57,1940,12,Female,2487 Martin Luther King Drive,38,Waipahu,HI,96797,21.39,-158.01,21314.00,32232.00,21134.00,652,5
1682,Andrew Turner,37,69,1983,1,Male,9550 Jefferson Street,7,West Bloomfield,MI,48322,42.56,-83.38,32423.00,66111.00,98102.00,771,5
1683,Rose Schmidt,81,59,1938,8,Female,97339 Lake Avenue,3,Irvington,NY,10533,41.03,-73.86,74205.00,162709.00,5642.00,542,3
1684,Bryson Peres,46,70,1974,1,Male,3551 Spruce Boulevard,,Des Moines,IA,50313,41.57,-93.61,18568.00,37857.00,57727.00,800,2
1685,Amir Leroux,70,66,1949,7,Male,744 Lafayette Street,,Franklin,TX,77856,31.02,-96.48,17356.00,23082.00,23406.00,638,5
1686,Malcolm Masvidal,83,64,1936,6,Male,873 Summit Street,46,Brooklyn,NY,11215,40.64,-73.94,0.00,2.00,0.00,667,6
1687,Lincoln Fox,37,68,1982,9,Male,1723 North Lane,9,Stratford,CT,6614,41.2,-73.13,27589.00,56248.00,149587.00,728,4
1688,Rose Adams,18,67,2001,3,Female,356 Plum Boulevard,7,Lone Star,TX,75668,32.93,-94.7,15832.00,32281.00,80882.00,630,2
1689,Angelo Cook,85,71,1934,5,Male,2 11th Avenue,,Sumter,SC,29153,33.94,-80.39,14224.00,30451.00,93.00,686,4
1690,Yaretzi Cook,85,62,1934,4,Female,7016 Hillside Lane,,Canton,NC,28716,35.54,-82.84,16248.00,28134.00,2081.00,674,2
1691,Susan Diaz,47,65,1972,12,Female,14780 Plum Lane,72,Bronx,NY,10463,40.84,-73.87,25537.00,52065.00,98613.00,828,5
1692,Alivia Ryan,32,67,1987,7,Female,2785 Elm Drive,,Garden Grove,CA,92844,33.76,-117.97,16289.00,33212.00,59638.00,649,1
1693,Axl Powell,52,65,1967,9,Male,858 Martin Luther King Drive,1,North Hollywood,CA,91605,34.2,-118.39,15239.00,31070.00,86747.00,708,4
1694,Jaxson Anderson,18,68,2001,11,Male,69524 Valley Lane,,Marion,KY,42064,37.33,-88.07,14500.00,29562.00,31509.00,757,1
1695,Jose Thomas,52,67,1967,10,Male,6785 Essex Lane,,Gaithersburg,MD,20879,39.14,-77.21,30179.00,61532.00,26832.00,683,4
1696,Alivia Cook,18,62,2002,1,Female,91 Essex Lane,,Alamogordo,NM,88310,32.88,-105.95,15095.00,30778.00,73680.00,681,1
1697,Kingsley Neufelder,66,57,1953,10,Male,35 Essex Drive,,Westfield,NC,27053,36.48,-80.61,15838.00,27266.00,19798.00,777,5
1698,Ronan Sullivan,57,69,1962,5,Male,241 Hillside Lane,,Grand Forks,ND,58201,47.91,-97.07,23910.00,48750.00,117616.00,716,5
1699,Cole Murphy,18,67,2002,2,Male,628 Norfolk Avenue,,Arlington,MA,2476,42.41,-71.16,40694.00,82972.00,173295.00,653,1
1700,Jolie Masvidal,21,62,1998,7,Female,288 North Avenue,,New Orleans,LA,70118,30.06,-89.93,27603.00,56280.00,81803.00,760,1
1701,Otto Williams,18,67,2001,4,Male,6445 Ninth Lane,,Lynnwood,WA,98037,47.85,-122.28,24564.00,50086.00,51164.00,776,3
1702,Kyla Thompson,22,69,1997,12,Female,8974 West Lane,,Oklahoma City,OK,73112,35.46,-97.51,19076.00,38892.00,50150.00,705,2
1703,Anika Garcia,47,66,1972,4,Female,9020 North Street,4,Decatur,IL,62521,39.85,-88.93,22153.00,45164.00,0.00,730,3
1704,Jamie Rivera,38,66,1981,7,Female,4260 Essex Lane,,Quakertown,PA,18951,40.43,-75.34,25205.00,51391.00,94145.00,656,1
1705,Blake Sadr,54,69,1966,1,Male,112 Burns Lane,,Massillon,OH,44646,40.78,-81.52,20783.00,42379.00,136748.00,692,3
1706,Santiago Cruz,49,62,1970,8,Male,344 Birch Street,9,Denison,IA,51442,42.01,-95.34,16673.00,33995.00,46102.00,531,1
1707,Hezekiah Howard,18,65,2002,1,Male,822 Ocean View Lane,27,Baldwin Park,CA,91706,34.09,-117.96,15775.00,32165.00,25778.00,689,1
1708,Adley Rivera,54,67,1965,5,Female,984 Eighth Avenue,8,Old Saybrook,CT,6475,41.29,-72.36,30281.00,61740.00,126015.00,583,2
1709,Analia Collins,86,69,1933,11,Female,235 Fourth Street,8,Hattiesburg,MS,39401,31.31,-89.3,14383.00,9678.00,812.00,688,6
1710,Macy Anwar,46,73,1974,2,Female,2794 Seventh Drive,2,Millington,TN,38053,35.33,-89.88,19115.00,38971.00,0.00,784,3
1711,Nico Brown,85,71,1934,7,Male,5993 12th Lane,,Lubbock,TX,79403,33.57,-101.87,12187.00,12826.00,1550.00,734,5
1712,Keith Labelle,77,60,1942,6,Male,766 Mountain View Drive,1,Mission,TX,78572,26.21,-98.31,14275.00,22104.00,20031.00,670,3
1713,Serenity Foster,23,71,1996,10,Female,533 Fourth Street,,Fair Oaks,CA,95628,38.65,-121.25,27548.00,56168.00,186534.00,703,3
1714,Arthur White,18,65,2002,2,Male,6638 Summit Lane,,Asheville,NC,28803,35.57,-82.54,22223.00,45313.00,21488.00,716,2
1715,Jemma Thomas,53,65,1966,12,Female,1540 El Camino Avenue,6,West Palm Beach,FL,33406,26.74,-80.12,18205.00,37119.00,55010.00,718,5
1716,Isla Ramirez,25,67,1995,1,Female,8482 Elm Lane,,Palmer,TX,75152,32.42,-96.67,21032.00,42883.00,65917.00,807,3
1717,Noa King,53,58,1966,11,Female,6733 Third Boulevard,,Elyria,OH,44035,41.37,-82.1,18110.00,36925.00,89762.00,721,5
1718,Roy Martinez,32,64,1987,7,Male,2783 Washington Avenue,2,East Northport,NY,11731,40.87,-73.32,33338.00,67976.00,105337.00,747,3
1719,Madeline El-Mafouk,27,65,1993,2,Female,711 Norfolk Drive,7,Wellsville,OH,43968,40.6,-80.65,16314.00,33266.00,0.00,693,5
1720,Tessa Baker,25,60,1994,5,Female,4386 El Camino Boulevard,,Jacksonville,FL,32218,30.33,-81.65,19382.00,39520.00,61310.00,595,2
1721,Jamal Brooks,27,65,1992,3,Male,900 Norfolk Avenue,10,Greenwood,IN,46143,39.61,-86.11,25773.00,52550.00,140825.00,710,1
1722,Dallas Fernandez,51,62,1968,3,Female,54870 Lexington Drive,6,Miami,FL,33134,25.77,-80.2,31625.00,64481.00,114394.00,627,5
1723,Aubrie Roman,55,67,1964,3,Female,1442 Mill Avenue,2,Fayetteville,NC,28314,35.05,-78.87,17789.00,36270.00,73779.00,769,5
1724,Jaxon Russell,31,57,1989,2,Male,35 Rose Boulevard,,San Jose,CA,95131,37.38,-121.9,37677.00,76820.00,159137.00,819,2
1725,Jacoby Long,65,62,1954,5,Male,3216 Ninth Drive,,Wichita,KS,67212,37.68,-97.34,22638.00,49817.00,26928.00,600,2
1726,Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5,Parkville,MD,21234,39.38,-76.55,23096.00,47087.00,92489.00,820,5
1727,Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,,Angier,NC,27501,35.51,-78.73,18340.00,36052.00,6602.00,767,4
1728,Matias Stewart,29,71,1990,5,Male,4673 Washington Avenue,,Selma,AL,36703,32.41,-87.03,12474.00,25434.00,0.00,698,2
1729,Colten Nelson,41,70,1978,9,Male,2397 Madison Avenue,,Lyman,SC,29365,34.95,-82.12,18857.00,38450.00,51430.00,850,1
1730,Noe Gutierrez,38,67,1981,3,Male,909 Eighth Street,,Milpitas,CA,95035,37.44,-121.87,33758.00,68827.00,35669.00,755,2
1731,Reuben Torres,64,63,1956,2,Male,8146 Third Avenue,,Katy,TX,77450,29.79,-95.82,0.00,399.00,323.00,729,3
1732,Paxton Carter,71,56,1949,1,Male,793 Norfolk Avenue,,Ocala,FL,34476,29.18,-82.13,12992.00,17775.00,11520.00,746,1
1733,Dimitri Schmidt,64,67,1955,11,Male,28 West Lane,,Aurora,IL,60505,41.76,-88.29,14200.00,28954.00,41461.00,636,2
1734,Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,76725.00,82009.00,6229.00,764,8
1735,Kaleb Price,50,69,1970,2,Male,9190 Sussex Lane,,Gresham,OR,97080,45.47,-122.37,22599.00,46077.00,135862.00,639,3
1736,Romeo Wood,36,65,1983,3,Male,296 Pine Boulevard,,Wethersfield,CT,6109,41.7,-72.67,28557.00,58225.00,101148.00,685,3
1737,Breanna Robinson,20,64,2000,1,Female,6877 Jefferson Drive,,Mays Landing,NJ,8330,39.45,-74.72,23298.00,47504.00,65156.00,706,1
1738,Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514,Bowling Green,KY,42103,36.97,-86.44,26567.00,54166.00,0.00,707,5
1739,Annabel King,54,66,1965,12,Female,294 Bayview Lane,4,Memphis,TN,38104,35.1,-90,28570.00,58248.00,107130.00,728,4
1740,Caleb Masvidal,30,70,1989,4,Male,4328 Forest Boulevard,,Fort Lauderdale,FL,33316,26.14,-80.13,45143.00,92046.00,6658.00,681,2
1741,Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,,Sarasota,FL,34243,27.33,-82.54,19983.00,40745.00,18371.00,718,4
1742,Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,,Burke,VA,22015,38.78,-77.27,35563.00,87659.00,0.00,779,4
1743,Sergio Stewart,29,64,1990,5,Male,5537 Forest Lane,,Sacramento,CA,95818,38.55,-121.49,31184.00,63583.00,200435.00,635,1
1744,Jaxxon Wright,58,66,1962,1,Male,735 Forest Avenue,,Alhambra,CA,91803,34.07,-118.14,20059.00,40900.00,64420.00,678,3
1745,Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,,Oakfield,NY,14125,43.06,-78.27,17665.00,43070.00,14135.00,726,4
1746,Malik Scott,54,67,1966,1,Male,41 Grant Drive,,Montgomery,AL,36104,32.35,-86.28,11703.00,23863.00,83430.00,536,2
1747,Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,26541.00,56099.00,933.00,751,6
1748,Lyanna Ajami,32,65,1988,1,Female,219 Federal Street,,Dickinson,TX,77539,29.45,-95.06,24217.00,49374.00,108192.00,706,2
1749,Preston Fu,20,66,1999,7,Male,3404 Main Lane,82,Cranberry Twp,PA,16066,40.71,-80.1,35188.00,71750.00,117124.00,697,3
1750,Aria Rogers,20,66,1999,7,Female,75 Third Avenue,,West Chester,OH,45069,39.33,-84.4,31920.00,65082.00,88347.00,850,1
1751,Colton Fox,18,65,2002,1,Male,33 Lafayette Lane,178,Balch Springs,TX,75180,32.76,-96.59,14245.00,29047.00,36835.00,786,1
1752,Brody King,43,68,1976,6,Male,125 Plum Drive,1,Hawthorne,CA,90250,33.91,-118.34,19153.00,39052.00,65861.00,804,4
1753,Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236,Wauconda,IL,60084,42.26,-88.13,28147.00,40787.00,1574.00,782,6
1754,Belen Stewart,22,64,1997,12,Female,109 El Camino Avenue,,Houston,TX,77093,29.76,-95.38,11219.00,22876.00,36157.00,685,2
1755,Gabriela Davis,61,60,1958,3,Female,8301 Tenth Drive,,Medford,OR,97504,42.33,-122.79,18961.00,30359.00,16552.00,758,2
1756,Samira Ross,47,66,1972,6,Female,6613 Hill Drive,,Williamsburg,KY,40769,36.73,-84.16,12814.00,26130.00,54290.00,498,1
1757,Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,95039.00,193768.00,150896.00,686,5
1758,Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,,Lynwood,CA,90262,33.92,-118.2,13632.00,27795.00,72318.00,701,4
1759,Genesis Jones,53,66,1967,2,Female,919 Oak Boulevard,,Northport,AL,35476,33.24,-87.59,15540.00,31688.00,66776.00,605,3
1760,Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,,York,NE,68467,40.87,-97.59,18024.00,36753.00,33657.00,684,4
1761,Alfredo Cruz,63,62,1956,8,Male,9 Mill Drive,,Cocoa,FL,32926,28.37,-80.75,19018.00,12796.00,22192.00,644,3
1762,Livia Stewart,32,65,1987,8,Female,635 East Drive,,Blackwell,OK,74631,36.8,-97.29,15077.00,30737.00,35858.00,815,2
1763,Achilles Schmidt,30,62,1989,12,Male,9207 Madison Boulevard,,Germantown,MD,20876,39.17,-77.26,31555.00,64340.00,94513.00,637,1
1764,Brylee Price,50,74,1969,4,Female,818 12th Lane,,Vincentown,NJ,8088,39.8,-74.62,28433.00,57975.00,34570.00,773,4
1765,Devin Roberts,30,67,1989,7,Male,774 Park Lane,,Chilton,WI,53014,44.02,-88.16,19382.00,39520.00,53896.00,772,1
1766,Ashlyn Scott,59,68,1960,3,Female,5238 Park Street,10,Union City,NJ,7087,40.76,-74.03,16770.00,34190.00,39242.00,810,7
1767,Madison Neufelder,28,64,1991,10,Female,5225 Bayview Street,,Los Angeles,CA,90007,34.02,-118.28,13002.00,26513.00,32620.00,604,1
1768,Adrianna Cook,78,66,1941,11,Female,3863 Pine Street,3,Valdosta,GA,31601,30.84,-83.27,12672.00,8526.00,3723.00,684,3
1769,Kyra Gao,40,63,1980,2,Female,5191 Grant Drive,6728,Mount Pleasant,NC,28124,35.4,-80.43,20041.00,40867.00,50449.00,694,2
1770,Oakley Taylor,34,62,1985,10,Male,801 River Street,,Summerville,GA,30747,34.47,-85.34,14514.00,29594.00,47766.00,792,1
1771,Lorelai Brown,35,65,1984,3,Female,1496 Rose Street,,Los Angeles,CA,90006,34.04,-118.29,11395.00,23238.00,31661.00,611,2
1772,Addison Faraday,49,68,1970,12,Female,9639 Third Boulevard,,Monaca,PA,15061,40.68,-80.27,20142.00,41071.00,124139.00,685,1
1773,Winter Clark,65,62,1955,2,Female,230 Plum Avenue,,O Fallon,MO,63366,38.78,-90.7,25350.00,17056.00,29112.00,667,5
1774,Lainey Brooks,36,66,1983,3,Female,1644 Park Avenue,,Newark,DE,19711,39.67,-75.75,31719.00,64672.00,56485.00,695,4
1775,Kadence Morales,62,60,1957,6,Female,171 Catherine Lane,58,Clovis,CA,93612,36.81,-119.71,17301.00,26975.00,17212.00,673,2
1776,Camilla Bailey,30,65,1989,4,Female,2328 Little Creek Avenue,,Philadelphia,PA,19133,39.95,-75.16,10016.00,20424.00,14743.00,770,3
1777,Deborah Clark,60,67,1959,10,Female,8179 Valley Stream Drive,,Holly,MI,48442,42.79,-83.62,22680.00,46244.00,108449.00,814,5
1778,Perla Phillips,38,65,1981,11,Female,9324 Catherine Street,13,Arnold,MO,63010,38.42,-90.36,21744.00,44334.00,55173.00,684,5
1779,Magnus Brooks,63,68,1956,6,Male,547 West Drive,,Port Chester,NY,10573,41,-73.66,35269.00,71909.00,44190.00,712,3
1780,Renee Williams,66,69,1953,5,Female,211 Valley Street,,Mendham,NJ,7945,40.76,-74.59,91180.00,185909.00,461854.00,621,5
1781,Achilles Edwards,76,65,1943,7,Male,2012 Forest Avenue,,Hickory,NC,28602,35.73,-81.32,17850.00,21867.00,21103.00,759,2
1782,Briar Gomez,40,61,1979,12,Female,1943 Birch Street,,North Lawrence,OH,44666,40.84,-81.63,21201.00,43229.00,96831.00,685,2
1783,Layne Mitchell,64,64,1956,2,Male,106 Littlewood Drive,10,Houston,TX,77067,29.76,-95.38,15401.00,24420.00,14460.00,685,1
1784,Aubree Hill,54,66,1966,1,Female,2206 South Drive,,Brooksville,FL,34601,28.55,-82.39,15524.00,31655.00,46405.00,623,1
1785,Collins Lewis,84,64,1936,1,Female,4819 Martin Luther King Drive,8,North Andover,MA,1845,42.7,-71.11,41665.00,66745.00,682.00,718,3
1786,Keenan Allen,22,65,1997,4,Male,4932 South Boulevard,,Moorhead,MN,56560,46.86,-96.75,20214.00,41214.00,130538.00,763,1
1787,Moshe Martin,49,64,1970,6,Male,5642 Bayview Avenue,,Albuquerque,NM,87114,35.11,-106.62,24403.00,49756.00,70744.00,705,1
1788,Milan Faraday,66,63,1953,6,Male,5807 Lincoln Street,5,Warner Robins,GA,31093,32.61,-83.63,15334.00,28104.00,12054.00,751,3
1789,Mckenna Braun,54,68,1965,3,Female,336 Catherine Lane,,Highland,MI,48357,42.63,-83.61,25838.00,52680.00,87082.00,835,5
1790,Aylin Myers,61,66,1958,3,Female,7360 Lexington Drive,,Jeffersonville,KY,40337,37.96,-83.82,13602.00,27733.00,21785.00,765,3
1791,Brycen Adams,61,63,1959,2,Male,3270 Grant Avenue,88,Geneva,IN,46740,40.59,-84.95,10493.00,21397.00,54771.00,812,4
1792,Shiloh Martin,47,70,1972,10,Male,9070 West Street,,Rancho Cucamonga,CA,91730,34.09,-117.58,24603.00,50163.00,97188.00,761,4
1793,Mckenna Wilson,25,69,1994,5,Female,309 River Avenue,70,Hancock,WI,54943,44.13,-89.52,13210.00,26939.00,69587.00,752,1
1794,Silas Kelly,52,69,1967,10,Male,653 Mill Street,,Minneapolis,MN,55421,44.96,-93.26,20662.00,42129.00,101742.00,758,4
1795,Jewel Perry,48,66,1971,12,Female,33 North Avenue,342,Palisades Park,NJ,7650,40.84,-73.99,22278.00,45422.00,83940.00,689,4
1796,Alessandro Davis,37,66,1982,12,Male,550 Forest Street,,Helena,MT,59601,46.51,-112.12,20305.00,41401.00,71180.00,580,1
1797,Abigail Morales,19,63,2000,6,Female,534 Second Lane,,San Diego,CA,92126,32.88,-117.13,27394.00,55854.00,111042.00,782,1
1798,Nyla Fernandez,66,67,1953,11,Female,1426 Fifth Avenue,,Strafford,NH,3884,43.32,-71.18,24779.00,50523.00,98763.00,578,1
1799,Melvin Brown,73,67,1946,3,Male,2834 West Street,,Mobile,AL,36695,30.68,-88.04,25381.00,48060.00,17440.00,581,3
1800,Skyler Robinson,40,64,1979,10,Male,344 11th Street,5,Brownsville,TX,78520,25.92,-97.48,12684.00,25861.00,42050.00,607,3
1801,Monserrat Schmidt,29,66,1990,3,Female,685 Jefferson Avenue,5,Jersey City,NJ,7307,40.71,-74.06,21916.00,44688.00,88092.00,716,3
1802,Charli Neufelder,41,69,1979,1,Female,8676 River Avenue,,Rosedale,NY,11422,40.66,-73.73,24412.00,49776.00,17352.00,684,3
1803,Owen Roman,21,62,1998,10,Male,5 Lafayette Avenue,,Hudson,OH,44236,41.24,-81.45,42201.00,86042.00,165447.00,701,2
1804,Dane Morales,27,65,1993,1,Male,2282 Main Drive,,Belleville,IL,62223,38.53,-90,23778.00,48484.00,63561.00,775,4
1805,Kaysen Baker,54,62,1965,5,Male,703 12th Street,,Drums,PA,18222,41.01,-75.99,23450.00,47814.00,92020.00,720,2
1806,Tara Anwar,20,69,1999,8,Female,621 Fifth Boulevard,1,Baker,LA,70714,30.58,-91.15,17440.00,35559.00,59164.00,672,2
1807,Dallas Murphy,38,65,1981,7,Male,5661 Forest Avenue,,Le Mars,IA,51031,42.78,-96.16,19853.00,40478.00,76392.00,718,3
1808,Brady Gomez,45,67,1974,3,Male,4391 Lexington Lane,,Charlotte,NC,28215,35.19,-80.83,17817.00,36323.00,65525.00,700,3
1809,Luciana Faraday,34,66,1985,3,Female,404 Main Lane,3,Billings,MT,59102,45.76,-108.57,20231.00,41249.00,42268.00,695,2
1810,Guillermo Morales,62,61,1957,9,Male,641 Martin Luther King Avenue,,Bernalillo,NM,87004,35.31,-106.55,15966.00,29769.00,14542.00,693,3
1811,Magdalena Gray,23,66,1996,3,Female,459 East Avenue,7,Atherton,CA,94027,37.44,-122.2,150583.00,307018.00,516263.00,745,2
1812,Erick Reed,20,66,1999,11,Male,1693 Spruce Street,,Jackson,MI,49203,42.24,-84.4,17783.00,36264.00,99582.00,725,1
1813,Rosemary Sanders,36,69,1983,4,Female,478 East Drive,,Scottsdale,AZ,85260,33.61,-111.89,36300.00,74016.00,85204.00,702,2
1814,Opal Ward,46,69,1973,12,Female,515 South Street,,Cleveland,OH,44118,41.47,-81.67,27250.00,55565.00,34039.00,731,2
1815,Aden Ward,31,63,1988,6,Male,8486 Catherine Street,,Blacksburg,VA,24060,37.23,-80.42,24640.00,50242.00,84457.00,722,2
1816,Brock Ramirez,43,67,1976,4,Male,881 Plum Street,,Woodbine,NJ,8270,39.22,-74.8,22697.00,46278.00,51243.00,791,4
1817,Darren Turner,31,63,1988,5,Male,6692 Lake Street,,Taylorsville,KY,40071,38.03,-85.34,21444.00,43724.00,53853.00,514,1
1818,Amia Leroux,18,66,2001,4,Female,724 Essex Drive,,Louisville,KY,40207,38.22,-85.74,31636.00,64504.00,69041.00,695,3
1819,Edith Burns,42,67,1978,2,Female,66 Norfolk Avenue,,Choctaw,OK,73020,35.48,-97.26,21884.00,44624.00,102882.00,611,1
1820,Stefan Thomas,49,58,1970,12,Male,469 Catherine Avenue,,San Antonio,TX,78209,29.45,-98.5,36852.00,75137.00,175263.00,631,1
1821,Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,,Carpinteria,CA,93014,34.39,-119.51,21191.00,36724.00,16437.00,701,4
